Domain,Area,Element,Item,Year,Value
"Emissions intensities","Trinidad and Tobago","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","47.6956"
"Emissions intensities","Trinidad and Tobago","Emissions intensity","Meat of goat, fresh or chilled","2021","37.4678"
"Emissions intensities","Trinidad and Tobago","Emissions intensity","Meat of buffalo, fresh or chilled","2021","1603.8275"
"Emissions intensities","Trinidad and Tobago","Emissions intensity","Meat of sheep, fresh or chilled","2021","42.7502"
"Emissions intensities","Trinidad and Tobago","Emissions intensity","Meat of chickens, fresh or chilled","2021","3.0064"
"Emissions intensities","Trinidad and Tobago","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","3.5344"
"Emissions intensities","Tunisia","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","4.4717"
"Emissions intensities","Tunisia","Emissions intensity","Meat of goat, fresh or chilled","2021","15.5502"
"Emissions intensities","Tunisia","Emissions intensity","Meat of sheep, fresh or chilled","2021","22.8492"
"Emissions intensities","Tunisia","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.9771"
"Emissions intensities","Tunisia","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","10.8554"
"Emissions intensities","Türkiye","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","10.6185"
"Emissions intensities","Türkiye","Emissions intensity","Meat of goat, fresh or chilled","2021","16.882"
"Emissions intensities","Türkiye","Emissions intensity","Meat of buffalo, fresh or chilled","2021","19.4238"
"Emissions intensities","Türkiye","Emissions intensity","Meat of sheep, fresh or chilled","2021","14.4296"
"Emissions intensities","Türkiye","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.4468"
"Emissions intensities","Turkmenistan","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","14.1549"
"Emissions intensities","Turkmenistan","Emissions intensity","Meat of goat, fresh or chilled","2021","55.2345"
"Emissions intensities","Turkmenistan","Emissions intensity","Meat of sheep, fresh or chilled","2021","24.8174"
"Emissions intensities","Turkmenistan","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.6133"
"Emissions intensities","Turkmenistan","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","4.836"
"Emissions intensities","Tuvalu","Emissions intensity","Meat of chickens, fresh or chilled","2021","2.5144"
"Emissions intensities","Tuvalu","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","56.2792"
"Emissions intensities","Uganda","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","72.1033"
"Emissions intensities","Uganda","Emissions intensity","Meat of goat, fresh or chilled","2021","119.3217"
"Emissions intensities","Uganda","Emissions intensity","Meat of sheep, fresh or chilled","2021","56.1896"
"Emissions intensities","Uganda","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.6568"
"Emissions intensities","Uganda","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","5.2213"
"Emissions intensities","Ukraine","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","8.6576"
"Emissions intensities","Ukraine","Emissions intensity","Meat of goat, fresh or chilled","2021","6.7801"
"Emissions intensities","Ukraine","Emissions intensity","Meat of sheep, fresh or chilled","2021","17.5024"
"Emissions intensities","Ukraine","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.2433"
"Emissions intensities","Ukraine","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.7141"
"Emissions intensities","United Arab Emirates","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","4.3759"
"Emissions intensities","United Arab Emirates","Emissions intensity","Meat of goat, fresh or chilled","2021","5.6997"
"Emissions intensities","United Arab Emirates","Emissions intensity","Meat of sheep, fresh or chilled","2021","82.5223"
"Emissions intensities","United Arab Emirates","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.5121"
"Emissions intensities","United Kingdom of Great Britain and Northern Ireland","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","19.09"
"Emissions intensities","United Kingdom of Great Britain and Northern Ireland","Emissions intensity","Meat of sheep, fresh or chilled","2021","39.9391"
"Emissions intensities","United Kingdom of Great Britain and Northern Ireland","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.2299"
"Emissions intensities","United Kingdom of Great Britain and Northern Ireland","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","1.5089"
"Emissions intensities","United Republic of Tanzania","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","58.7023"
"Emissions intensities","United Republic of Tanzania","Emissions intensity","Meat of goat, fresh or chilled","2021","56.5431"
"Emissions intensities","United Republic of Tanzania","Emissions intensity","Meat of sheep, fresh or chilled","2021","46.1146"
"Emissions intensities","United Republic of Tanzania","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.4574"
"Emissions intensities","United Republic of Tanzania","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","3.2705"
"Emissions intensities","United States of America","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","13.1245"
"Emissions intensities","United States of America","Emissions intensity","Meat of goat, fresh or chilled","2021","48.182"
"Emissions intensities","United States of America","Emissions intensity","Meat of sheep, fresh or chilled","2021","22.0079"
"Emissions intensities","United States of America","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.1851"
"Emissions intensities","United States of America","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.3246"
"Emissions intensities","Uruguay","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","39.125"
"Emissions intensities","Uruguay","Emissions intensity","Meat of sheep, fresh or chilled","2021","55.7073"
"Emissions intensities","Uruguay","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.848"
"Emissions intensities","Uruguay","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.0225"
"Emissions intensities","Uzbekistan","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","17.0058"
"Emissions intensities","Uzbekistan","Emissions intensity","Meat of sheep, fresh or chilled","2021","24.9098"
"Emissions intensities","Uzbekistan","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.3082"
"Emissions intensities","Uzbekistan","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.1038"
"Emissions intensities","Vanuatu","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","95.5615"
"Emissions intensities","Vanuatu","Emissions intensity","Meat of goat, fresh or chilled","2021","119.4223"
"Emissions intensities","Vanuatu","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.9466"
"Emissions intensities","Vanuatu","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","13.205"
"Emissions intensities","Venezuela (Bolivarian Republic of)","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","73.3189"
"Emissions intensities","Venezuela (Bolivarian Republic of)","Emissions intensity","Meat of goat, fresh or chilled","2021","56.7136"
"Emissions intensities","Venezuela (Bolivarian Republic of)","Emissions intensity","Meat of sheep, fresh or chilled","2021","40.5922"
"Emissions intensities","Venezuela (Bolivarian Republic of)","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.9728"
"Emissions intensities","Venezuela (Bolivarian Republic of)","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","6.5605"
"Emissions intensities","Viet Nam","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","42.3087"
"Emissions intensities","Viet Nam","Emissions intensity","Meat of goat, fresh or chilled","2021","29.9945"
"Emissions intensities","Viet Nam","Emissions intensity","Meat of buffalo, fresh or chilled","2021","51.0517"
"Emissions intensities","Viet Nam","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.112"
"Emissions intensities","Viet Nam","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","2.0481"
"Emissions intensities","Yemen","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","17.9119"
"Emissions intensities","Yemen","Emissions intensity","Meat of goat, fresh or chilled","2021","21.2672"
"Emissions intensities","Yemen","Emissions intensity","Meat of sheep, fresh or chilled","2021","35.9504"
"Emissions intensities","Yemen","Emissions intensity","Meat of chickens, fresh or chilled","2021","1.182"
"Emissions intensities","Zambia","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","22.8372"
"Emissions intensities","Zambia","Emissions intensity","Meat of goat, fresh or chilled","2021","64.5995"
"Emissions intensities","Zambia","Emissions intensity","Meat of sheep, fresh or chilled","2021","57.8876"
"Emissions intensities","Zambia","Emissions intensity","Meat of chickens, fresh or chilled","2021","2.36"
"Emissions intensities","Zambia","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","9.228"
"Emissions intensities","Zimbabwe","Emissions intensity","Meat of cattle with the bone, fresh or chilled","2021","7.0075"
"Emissions intensities","Zimbabwe","Emissions intensity","Meat of goat, fresh or chilled","2021","44.3769"
"Emissions intensities","Zimbabwe","Emissions intensity","Meat of sheep, fresh or chilled","2021","30.9238"
"Emissions intensities","Zimbabwe","Emissions intensity","Meat of chickens, fresh or chilled","2021","0.4457"
"Emissions intensities","Zimbabwe","Emissions intensity","Meat of pig with the bone, fresh or chilled","2021","6.5111"
