Meat,Vegan,ingredients,preparation,href
Pie,Puy Lentil Pie,"
Ingredients

250g Merchant Gourmet Tomatoey French Puy & Green Lentils
90g whole chestnuts
200g chestnut puree
600g pumpkin or butternut squash, peeled and cut into 2.5cm cubes
4 sheets filo pastry
1 large onion, finely sliced
3 tbsp vegetable oil plus extra for brushing
200ml vegetable stock (plus extra if necessary for puree)
1 tbsp chopped rosemary
1 tbsp extra virgin olive oil
Salt & freshly ground pepper

","
Preparation

Pre-heat your oven to 220c / Rack Position on upper middle shelf
Toss the diced pumpkin with 2 tbsp oil and a pinch of salt. Roast on a low sided tray for 20 minutes
Put 200g of the cooked pumpkin with the chestnut puree in your liquidiser. Blend for 2-3 minutes until the puree is smooth and mousse like. If the puree is too thick, add hot stock 1 tbsp at a time. Season to taste
Get a shallow pan, add the onion and 1 tbsp of oil, cover and soften the onions for 6 minutes, then turn up the heat and fry them until golden for 4-5 minutes. Add the lentils, 200ml vegetable stock, chestnuts, rosemary and remaining pumpkin. Bring to the boil then take off the heat. Season to taste
Spread the lentil mixture into 2 small oven proof dishes. Spoon the puree into the centre of each. Use a spatula to gently smooth towards the edges a little. Don’t worry if the puree sinks into the lentils a little
Lay two sheets of filo pastry on your work surface. Sprinkle them with smoked paprika. Brush all over with olive oil
Scrunch the pastry up into the size of the dishes. Try and keep as much of the pastry as possible off the chickpea puree’s surface because the moisture will make it go soft
Brush and sprinkle two more sheets of pastry. Put a second sheet of filo on top of each pie to make doubly sure that it’s crisp. Bake for 12-15 minutes until hot and golden. Serve!

",https://veganuary.com/recipes/puy-lentil-vegan-shepherds-pie/
Stir Fry,Sesame Ginger Tofu,"
Ingredients

1 pack firm tofu
2 tsp sesame oil
2 tsp minced ginger
4 spring onions, sliced into thin rounds
1 Tbsp shoyu sauce
Juice squeezed from fresh ginger

","
Method

Press the tofu in paper towels to remove excess liquid.
Slice the tofu lengthwise in half, then widthwise into ½ inch thick pieces.
Heat the oil in a frying pan over medium heat, sauté the ginger and spring onions over medium heat for a minute and then add the tofu slices to the pan and cook on either side, sprinkling with shoyu sauce.
Season with a little more shoyu and then squeeze the ginger juice over the tofu.
Let everything sizzle for a minute or two.
Serve with a selection of sautéed vegetables of your choice.

",https://veganuary.com/recipes/sizzling-tofu/
Burger,The Best Vegan Burger,"
Ingredients

4 Fry’s Traditional Burgers
Olive oil
1 red onion, thinly sliced
2 tsp sugar
2 tbsp balsamic vinegar
2 cloves garlic, chopped
2 tbsp wholegrain mustard
2 tsp flat leaf parsley, chopped
1 tsp dried thyme
Sea salt and freshly ground black pepper
1/2 butternut, thinly sliced
Vegetable oil
1 ½ fresh chillies, finely chopped, to serve (optional)
4 sesame burger buns, toasted
1 red onions, peeled
1 large, ripe tomato, chopped
Lettuce
Tomato chutney or sweet & chilli sauce
Gherkins, sliced

","
Method

In a large saucepan heat a drizzle of olive oil.


Add onions and stir-fry for 1 minute.


Add sugar and balsamic vinegar to caramelise.


Remove and cool down.


Onions should still be firm.


Combine onion mixture with garlic, mustard, parsley and thyme.


Fry the burgers in a little oil on medium heat for 8 minutes.


Place patties on burger buns and top with onion mixture, sliced onion, tomato, lettuce, gherkin and tomato chutney or sweet & chilli sauce.


To make the butternut crisps, preheat oven to 200ºC.


Brush butternut slices with oil.


Bake for 20 mins, or until crispy.


Coat butternut crisps with fresh chilli (optional), sea salt and black pepper.

",https://veganuary.com/recipes/a-delicious-deconstruction/
Beef Wellington,Mushroom and Chestnut Wellington,"
Ingredients
Mushroom and Chestnut Wellington:

200g Chestnut mushrooms
100g Shiitake mushrooms
300g Chestnuts, roasted and peeled
125g Cooked black-eyed beans
1 Red onion
2 Cloves garlic
1 tsp Dried sage
1 tbsp Mushroom ketchup (optional)
1 tbsp Olive oil
Salt and Pepper

Shortcrust Spelt Pastry:

175g Spelt flour
75g Vegan margarine
3-4 tbsp water
2 tbsp non-dairy milk for brushing

","
Method

Begin by cooking your chestnuts. Whilst your chestnuts are roasting, finely chop the onion and gently fry in a frying pan until translucent and just starting to caramelise.


Mince the garlic and slice the mushrooms and stir into the onion. Sweat on a medium heat until most of the water has been released from the mushrooms and they are just starting to brown. Then set the pan aside to cool.


In a food processor, blend the beans and chestnuts until they start to resemble breadcrumbs. If you like a little extra texture blend the chestnuts separately and leave them a little coarser.


Place the bean and chestnut mixer into a large mixing bowl.


Blend the mushrooms in the food processor and add to the mixing bowl along with the sage, and mushroom ketchup if using.


Mix together well and season to taste and set aside whilst you make the pastry.


Measure out the flour and marg into a large mixing bowl and chop into the marg with a knife until cut into fairly small chunks. Then rub the mixture together with your fingertips until it resembles fine breadcrumbs.


Add the water a bit at a time until the mixture comes together in your hands to form a ball.


Place the pastry covered in the fridge for 20 mins before rolling it out on a lightly floured surface into a large rectangle.


Mould the mushroom mixture into a loaf shape in the centre of your pastry length ways.


Brush the pastry edges with milk and carefully roll the whole thing, leaving the seam underneath.


Pinch the ends together and brush the whole thing with milk, make a few small cuts in the pastry for steam to escape then place onto a greased baking tray.


Bake in a pre-heated oven at 180C for 35-40 mins until golden brown.

",https://veganuary.com/recipes/mushroom-and-chestnut-wellington/
Burger,Beetroot and Kale Burgers with Balsamic Red Onions,"
Ingredients

Makes 6 burgers:
2 medium cooked beetroot
50g Bulgar wheat, cooked according to package directions
50g red lentils, cooked along with the bulgar
50g houmous
Zest of 1 lemon
1 tsp ground cumin
4 large leaves of kale, quite finely chopped
Sea salt and cracked black pepper, to taste
Buns and garnishes of choice to serve
For the onions:
2 red onions, sliced into rings
2 tbsp balsamic vinegar
1/2tsp fennel seeds

","
Preparation

Start with the onions, saute over a low-medium heat in a teaspoon of oil or a splash of water until soft and lightly coloured.
Stir in the fennel seeds and vinegar and keep warm.
Meanwhile, pulse together the burger ingredients until it can clump together, it should still have texture and flecks of kale but be able to be formed into burger shapes. If the mixture seems to wet, add breadcrumbs or ground almonds a tablespoon at a time or if it seems too dry, add water a tablespoon at a time.
Make 6 burgers out of the mixture and grill with a little cooking spray until coloured, just a couple of minutes on each side. Alternatively use a cast iron pan or regular frying pan.
Serve in buns, topped with onions and your favourite garnishes.

 
",https://veganuary.com/recipes/beetroot-kale-burgers-balsamic-red-onions/
Burger,Sweet Potato & Black Bean Patties,"
Ingredients

2 cans black beans
2 medium sweet potatoes
1 cup crushed tortilla chips – optional
1/2 red onion, finely diced
1/2 cup coriander, diced
1/2 cup sweet corn
1 tbsp paprika
1 tsp garlic powder/granules
1 tsp cumin
Pinch of chili powder
½ cup of polenta flour, to coat
Salt to taste

","
Method
Makes 8 patties.

Preheat oven to 170 degrees
Wash sweet potatoes and cut into cubes, leaving the skin on.
Place into a steamer and steam until soft. This takes approximately 20 minutes.
Drain and rinse black beans, place in a large mixing bowl.
Add onion, coriander, sweet corn, paprika, garlic, cumin and chilli powder to the mixture.
When the sweet potatoes are ready place in a separate mixing bowl and mash with the back of a fork or a masher until creamy.
Add the black bean mixture and 1 cup of crushed tortilla chips to the sweet potato mixture and mix well.
On a separate plate/bowl pour ¼ cup of polenta flour ready to coat the patties.
Prepare the mixture into the patty size desired, roll in polenta flour until they are completely coated and set aside on a baking tray lined with nonstick baking paper.
Brush a small amount of oil onto each patty, place in the oven and bake for around 30-40 minutes, flipping them halfway. The longer you bake them the firmer and drier they will get.
Serve with your favourite filling.

",https://veganuary.com/recipes/sweet-potato-black-bean-patties/
Chicken Lettuce Wraps,Thai Tempeh & Noodle Lettuce Wraps,"
Ingredients
10 lettuce leaves
Wholegrain Brown rice noodles
Avocado
Red cabbage
A lime
For the Tempeh marinade:
2 tsp tamari
1cm fresh ginger grated
2 tsp maple syrup
1 tsp sesame oil
I block Plant Power Tempeh
Thai sauce
5 tbsp tahini
2 tbsp tamari
1 1/2 tbsp maple syrup
2cm fresh ginger
1 small garlic clove
1cm red chilli
Juice of half lime
","
Method

In a bowl add the marinade ingredients and mix together. Chop the tempeh into cubes and add it to the marinade and coat well. Leave aside ready to cook.
In a mixed add the Thai sauce ingredients with a little water and mix until you get a nice smooth runny consistency. Adjust tamari or maple syrup to your taste
Add water to a pan and heat until boiling. Add the noodles and cook until al dente (drain and pour over cold water to stop them from continuing to cook) coat with a little sesame oil to stop them from sticking together
In a pan add the tempeh and cook until nicely browned on all side, remove from the pan and set aside. Then add the noodles to the pan with a little sesame oil and a dash of tamari and cook until gently warmed through.
Add a little of the noodles to each lettuce boat, topped with the tempeh, some chopped avocado, red cabbage and drizzle with the Thai sauce and some black sesame seeds.
Feel free to squeeze over some more lime juice for added zing.

Did you like this dish? Explore more healthy vegan recipes.
",https://veganuary.com/recipes/thai-tempeh-noodle-lettuce-wraps/
Sushi Rolls,Tofu Sushi Rolls,"
Ingredients
Sushi rice – 150g
Tofu – 300g
Peanut butter – 2 tbsp
Soy sauce – 2 tbsp
Mirin – 1.5 tbsp
Sesame oil – 1 tsp
Garlic clove – 1
Avocado – ½
Carrot – 1
Sesame seeds – 10g
Rice wine vinegar – 1.5 tbsp
White sugar – ½ tsp
Salt – ½ tsp
Nori sheets – 1 pack
","
Method
1. Rinse and drain the sushi rice in a sieve. Place the rice in a small saucepan with 220ml of water, bring up to a boil, lower the heat to a gentle simmer, cover and cook for 15 minutes until all the water has been absorbed.
2. Drain and wrap the tofu in kitchen paper then place between two plates with something heavy on top like a couple of tins. Leave to press for 20 minutes. This process allows the tofu to take on more flavour.
3. Preheat the oven to 190 degrees celsius.
4. Prepare the peanut sauce. Mix the peanut butter with 1 tbsp of soy sauce, 1.5 tbsp of mirin, 1 tsp of sesame oil and 1 tbsp of water. Peel and finely chop or grate the garlic, then add to the sauce. Your sauce should be the consistency of single cream. If necessary add a splash more of water to loosen.
5. Prepare the filling. Cut the avocado in half, remove the pit and scoop the flesh away from the skin, keeping the shape intact. Cut the avocado into strips lengthways. Peel and grate the carrot. Divide both into 4 equal portions. Cut the tofu into 8 slices and coat with 1 tsp of soy sauce. Place the coated tofu on a tray and bake in the oven for 8 minutes.
6. Toast the sesame seeds in a dry frying pan over a high heat for 1 minute or until golden, then tip onto a small plate.
7. Cool the rice. When the rice is cooked, take it off the heat and mix in 1.5 tbsp of rice wine vinegar, ½ a tsp of salt, ½ a tsp of sugar and most of the toasted sesame seeds, saving a sprinkle for garnishing. Spread the rice onto a plate and leave to cool, then divide into 4 equal portions.
8. After 8 minutes, take the tofu out of the oven and coat with half of the peanut sauce. Bake for another 10 minutes then remove from the oven and slice each strip in half lengthways.
9. Start rolling! Place a small bowl of water nearby. Lay 2 layers of clingfilm larger than the nori sheet over your clean chopping board. Place the nori on top of the clingfilm in portrait orientation. Using your hands, take one portion of rice and spread it evenly onto the half of the nori sheet closest to you, leaving a 1cm gap at the edge of the sheet. Wet your fingertips to stop the rice sticking to your hands.
10. Place your strips of tofu with a portion of avocado and carrots horizontally in the centre of the rice. Drizzle a little of the peanut sauce over the filling, then start rolling the sushi by placing your thumbs underneath the clingfilm and lifting the edge that is closest to you up and over the filling in the centre. Curve the rest of your fingers over the clingfilm and gently press against the length of the roll, squeezing the rice and filling together inside. Continue to roll the sushi away from you until you’ve rolled past the furthest edge of the nori sheet. You may need to use a little water to seal the edge. Repeat until you get 4 sushi rolls.
11. Use a sharp knife to cut each roll in half, then each half into 3 equal pieces. Rinse under the tap between slices to help get a clean cut. Garnish the sushi rolls with a sprinkling of the reserved sesame seeds and serve with the remaining soy sauce for dipping.
Top Tip: if you have a bamboo sushi mat, use it instead of this clingfilm method.
",https://veganuary.com/recipes/tofu-sushi-rolls/
Falafel,Sweet Potato Sundried Tomato Chilli Falafels,"
Ingredients

400g can of cooked chickpeas, drained
300g sweet potatoes
1/2-3/4 tsp dried chillies (depending on personal taste)
2 tbsp Pulsin soya protein powder
1 tbsp of lemon juice
5 tbsp chopped herbs: basil, coriander, parsley and basil work well
If you like things spicier, add 1 tsp ground cumin and 1 tsp ground coriander
1 red onion
50g sundried tomatoes
3 tbsp ground flaxseed
4 garlic cloves, crushed
1 tbsp tahini
Salt and pepper to taste

","
Method

Peel the sweet potatoes and red onion and cut roughly. Place these into a blender or food processor along with the ground flaxseed and blitz to form coarse pieces. (this will give the falafels some texture).


Pour contents into a bowl. Stir in the crushed garlic cloves.


Put the drained cooked chickpeas, sundried tomatoes, chillies, tahini, lemon juice & protein powder into the blender or food processor (no need to wash from the sweet potato mixture), and whizz well to form a stiff paste.


Combine the sweet potato mixture and chick pea mixture together. Stir in the chopped herbs of choice. Season well with salt and pepper.


Shape into balls using your hands and then flatten into patties. Chill for at least 20 mins before pan-frying in coconut oil for 8 mins on each side.

SO MAN
www.sobody.co.uk
Hello! I am So from SOBODYUK. I am a gym bunny, healthy food blogger & a geeky scientist! These days my lab is the kitchen! I love creating delicious, healthy, wholefood, clean-eating, nutrition-dense recipes to maximise performance & health. My recipes include paleo, low carb, vegan, vegetarian, gluten free.
",https://veganuary.com/recipes/sweet-potato-sundried-tomato-chilli-falafels/
Burger,Spicy Bean Burgers with Avocado Salsa,"
Ingredients

1 large red onion 
2 tbsp olive oil
2 cloves of garlic
2 medium courgettes
2 medium carrots 
1 x 400g tin of kidney beans 
100g cooked rice
1 tbsp harissa paste
2 tbsp crunchy peanut butter, or use sunflower seed butter if making nut free
A small bunch of coriander
50g sesame seeds
For the avocado salsa:
½ yellow pepper
2 tomatoes
1 large ripe avocado
2 tomatoes
½ a small red onion
1 red chilli
Juice of 2 limes
A small bunch of coriander

","
Preparation
I like to use the outer leaves of an iceberg lettuce to wrap round the burgers, acting as a crisp bun.  That way you can add the salsa and perhaps a little hummus to make a real feast of it. It’s really important that you grate the carrot and courgette by hand as using a food processor can make them very soggy.
Makes 10 burgers       

Method
Place the tomatoes in a bowl and pour over boiling water, leave for 1 minute, drain the water off and gently remove the skin by peeling it off with a small sharp knife. Cut the tomatoes in half and using a teaspoon, scoop out the seeds and discard. Set the remaining tomato flesh aside.
Finely dice the onion, deseed the chilli and chop very finely.  Slice the avocado in half, remove the stone and then using a spoon scoop out the flesh in one half and then finely chop.  Slice the tomato flesh and yellow pepper into very small juice and then combine all of the ingredients into a bowl.  Pour over the lime juice, finely chop the coriander and stir through.  Season to taste, cover and leave to stand in the fridge until ready to use.
Finely chop the onion and crush the garlic.  Trim the ends from the courgette and carrots and then coarsely grate using a hand held grater.  Finely chop the coriander and set aside.  Heat 1 tablespoon of the olive oil in a large frying pan and add the onion, fry gently for around 5 minutes or until softened and slightly coloured at the edges.  Add the garlic, courgettes and carrots to the pan, turn up the heat to medium – high and fry for a further 5 minutes, stirring regularly, until the carrots and courgettes have softened and cooked through.
Add the peanut butter and harissa to the pan, season well and continue to cook for 3 minutes, stirring regularly, until blended with the vegetables.  Take off the heat and leave to stand for five minutes or until cool enough to handle.  Meanwhile, drain and rinse the kidney beans and place them in a food processor.  Blitz until you have a smooth paste and then transfer to a large mixing bowl.  Alternatively, you can place the kidney beans into the mixing bowl and mash by hand, using a fork, until you have a thick paste.
Add the cooked rice, coriander and vegetable mixture to the beans and beat together until combined and pulled into a large ball.  Take a handful of the mixture – about 3 tablespoons worth – and shape into a patty approximately 2 inches in diameter and 1 inch thick.  Scatter the sesame seeds over a flat plate, season and mix together before lightly rolling the burgers in them so that they are evenly coated.  Cover the burgers in clingfilm and refrigerate for 1 hour before cooking.
When ready to cook, heat the remaining olive oil in a large frying pan and cook for about 10 minutes, turning over once or twice, until golden brown and cooked through.
 
 
",https://veganuary.com/recipes/spicy-bean-burgers-with-avocado-salsa/
Rissoles,Seitan Rissoles / Seitanfrikadellen,"
Ingredients

In a big bowl mix well:
1 ¼ cup water
1/3 cup neutral oil (I use sunflower)
1 1/2 tablespoons soy sauce (or Maggi Sauce if you have)
1 teaspoon garlic granules
2 teaspoons mild mustard
1 teaspoon yeast extract (I’d use less Marmite or Vegemite, less than ½ teaspoon)
2 teaspoons hot paprika
1/2 teaspoon salt
½ teaspoon pepper
1-2 finely chopped onions
In a smaller bowl mix:
1 1/3 cups gluten flour
4 tablespoons bread crumbs

","
Preparation
Makes about nine rissoles.

Method
Add the dry mixture to the wet mixture and stir well with a spoon. Knead a little with your hand until everything is well mixed, but don’t knead too long, otherwise you’ll squish the onions out of the dough. Cover the bowl with a warm, moist towel and let it rest for about 30 minutes.
Heat more neutral oil in a non-stick frying pan to medium heat. Form 9-10 meatballs and place them in the pan. They should not be crowded, I fry them in two batches.
It’s important not to fry them like you’re frying meat: they need to fry slowly on low to medium temperature (I use grade 3 of 6) for about 30 minutes. Flip them repeatedly after about 8 minutes to let them brown evenly. They stay soft for a long time and don’t start to brown till the end. After about 30 minutes they should be done, you can take them out when they have the desired colour.
Like most seitan ‘meats’ they’re best after cooling completely. Fresh out of the pan the crust is a little hard, it will soften after cooling while the inside gets firmer. They’re perfect after a night in the fridge. You can reheat them in a pan or in hot gravy. I serve them the traditional way, with mashed potatoes, roasted onions in a puddle of frying oil and lots of mustard.
Guten Appetit!
 
Like this recipe? Sign up to Veganuary today to get recipes like this delivered directly to your inbox.
",https://veganuary.com/recipes/seitan-rissoles-seitanfrikadellen/
Quesadillas,Sweet Potato Quesadillas,"
Ingredients
Olive oil
1 sweet potato, peeled and grated
1 tablespoon maple syrup
Sea salt and freshly ground
Black pepper
1 teaspoon chipotle paste
1 red chilli, finely chopped
1 × 400g tin of white beans, drained
1 avocado
½ a lime
A few sprigs of fresh mint or coriander, leaves picked and chopped
4 corn tortillas
","
Preparation
Most places have started to stock chipotle paste these days, which has made its sweet smokiness easier to come by. If you can’t get your hands on chipotle, ½ a teaspoon of hot smoked paprika will do.

Method

Heat a touch of olive oil in a pan, add the sweet potato and the maple syrup and season with salt and pepper.
Add the chipotle paste and the chopped chilli and cook for a few minutes, until the potato has softened and lost its rawness.
Transfer to a bowl and add the beans, then use a potato masher to mash the whole lot up a little – you will still have some flecks of unmashed sweet potato. Season if needed.
Mash the avocado with a little lime juice and stir in the herbs. I use the potato masher again here.
Now heat a frying pan big enough for your tortillas. Lay a tortilla fat in the pan, spoon a quarter of the mixture on to one half of it, then fold over the other half.
Dry fry on one side until it’s blistered and golden brown, then flip over and do the same on the other side. Keep the quesadilla warm while you do this with the rest of the tortillas.
Serve straight from the pan with the mashed avocado.

As part of a bigger meal:
Serve with a couple of handfuls of lemon-dressed salad leaves.
Serve with a crunchy salad of radishes, leaves, shaved fennel and coriander, and a quick tomato salsa.
Like this recipe? Sign up to Veganuary today to get recipes like this delivered directly to your inbox.
",https://veganuary.com/recipes/speedy-sweet-potato-quesadillas/
Burger,Curried Chickpea Burgers,"
Ingredients

175g cooked quinoa
1 x 400g tin of chickpeas, drained and rinsed
2 carrots
1 white onion
1 tbsp curry paste of your choice, just ensure it is gluten and dairy free
3 tbsp gram flour
3 tbsp olive oil

","
Preparation

Makes 8 burgers

They freeze well and you don’t need to worry about defrosting them, you can simply fry them gently from frozen until cooked through, making them handy little things. 

Method
Begin by peeling the onion and carrots and then finely grating, either by hand or using a food processor. Heat one tablespoon of the oil in a large frying pan and then gently fry the onion and carrots until softened – approximately 10 minutes.
Place the chickpeas and cooked quinoa into a large mixing bowl and crush together with a fork until you have a coarse, lightly-bound paste.  Add the softened onion, carrot and curry paste, season with a little sea salt and black pepper and mash together with a fork until bound together.
Using your hands, form the mixture into 8 burger patties and then coat each burger in gram flour, using as much or as little flour as you need to generously coat the burgers.
Heat the remaining oil in the large frying pan over a medium flame, add the burgers to the pan and fry the burgers on both sides until golden, slightly crisp and heated through.
While the cakes are frying dice the tomatoes, avocado and coriander.  Mix together in a small bowl with the lemon juice and season to taste.  Serve the burgers with a little pile of tomato salad on top and whatever accompaniments you like – roasted sweet potato wedges and a big green salad go very well.
 
",https://veganuary.com/recipes/curried-chickpea-burgers/
Tagine,Vegetable Tagine with Summer Couscous,"
Ingredients

Vegetable Tagine:
2 Tbsp extra virgin olive oil
2 cloves crushed garlic
3 large onions, thinly sliced, half moons
1 tsp ground cinnamon
2 large carrots, sliced in half
½ butternut squash, cut into bite size chunks
2 sweet potatoes, peeled and cut into bite size chunks
1 courgette, sliced in half
Summer Couscous:
3 cups couscous
4 ½ cups filtered water
1 tsp sea salt
1 Tbsp olive oil (optional)
Canned organic chickpeas
Finely chopped spring onions
Fresh mint
Lemon infused olive oil
Sea salt

","
Method
Tagine:

Heat the olive oil in a heavy based pan.
Add the garlic, onion and cinnamon. Heat on low for 10 to 15 minutes, stirring to coat the onion and garlic with the cinnamon.
Cook until fragrant and crisp. Set aside.
In a tagine or heavy based pot, place the carrots, squash, sweet potatoes and courgette in sections.
Add about an inch of water, cover and place on a very low heat for approximately 25-30 minutes or until vegetables are soft.
Add a little more water if the tagine seems too dry. Serve on a bed of couscous and top with the onions and garlic.

Summer Couscous:

Add the salt and oil to boiling water.
Spread couscous evenly in the bottom of a large casserole so that it is in as thin a layer as possible.
Add the water and cover tightly with a lid or clingfilm.
Wait until all the water is absorbed (about 15 minutes), then fluff with a fork – add a little olive oil here if you wish.

For a delicious and simple couscous salad recipe, make the couscous as described above. Let it cool, and then toss it with canned organic chickpeas, finely chopped spring onions, fresh mint, lemon infused olive oil, and sea salt. Other nice additions are raisins, pine nuts, black and green olives, and flat leaf parsley.

Chickpeas, cannellini beans or borlotti beans add texture and extra protein for vegetarians.
Add lemon juice, loads of flat-leaf parsley, mint, coriander, olive oil and pepper for a salad.
Add roasted vegetables with cooked brown lentils for a great main course for a buffet or a packed lunch.

Like this recipe? Sign up to Veganuary today to get recipes like this delivered directly to your inbox.
 
 
 
",https://veganuary.com/recipes/vegetable-tagine-with-summer-couscous/
